year,county,facilityType,vmt,laneMiles,minElast,maxElast
2021,Passaic,Urban Primary Arterial,2205903,223,0.7,1
2021,Passaic,Urban Minor Arterial,963376,186,0.5,0.7
2021,Passaic,Urban Collector (Major and Minor),424542,113,0.5,0.7
2021,Passaic,Urban Local,1314043,921,0.3,0.5
2021,Passaic,Rural Interstate/Primary Arterial,0,0,0.7,1
2021,Passaic,Rural Minor Arterial,0,0,0.5,0.7
2021,Passaic,Rural Collector (Major and Minor),0,0,0.5,0.7
2021,Passaic,Rural Local,0,0,0.3,0.5
2022,Passaic,Urban Interstate/Freeway/Expressway,2951298,90,0.7,1
2022,Passaic,Urban Primary Arterial,2257490,222.5,0.7,1
2022,Passaic,Urban Minor Arterial,962581,186,0.5,0.7
2022,Passaic,Urban Collector (Major and Minor),422137,113,0.5,0.7
2022,Passaic,Urban Local,1357924,921,0.3,0.5
2022,Passaic,Rural Interstate/Primary Arterial,0,0,0.7,1
2022,Passaic,Rural Minor Arterial,0,0,0.5,0.7
2022,Passaic,Rural Collector (Major and Minor),0,0,0.5,0.7
2022,Passaic,Rural Local,0,0,0.3,0.5
2017,Salem,Urban Interstate/Freeway/Expressway,258345,21,0.7,1
2017,Salem,Urban Primary Arterial,215600,45,0.7,1
2017,Salem,Urban Minor Arterial,182429,23,0.5,0.7
2017,Salem,Urban Collector (Major and Minor),140968,56,0.5,0.7
2017,Salem,Urban Local,221604,221,0.3,0.5
2017,Salem,Rural Interstate/Primary Arterial,656053,99,0.7,1
2017,Salem,Rural Minor Arterial,93279,19,0.5,0.7
2017,Salem,Rural Collector (Major and Minor),256353,133,0.5,0.7
2017,Salem,Rural Local,219013,377,0.3,0.5
2018,Salem,Urban Interstate/Freeway/Expressway,266310,21,0.7,1
2018,Salem,Urban Primary Arterial,214927,45,0.7,1
2018,Salem,Urban Minor Arterial,182284,23,0.5,0.7
2018,Salem,Urban Collector (Major and Minor),142230,56,0.5,0.7
2018,Salem,Urban Local,222401,221,0.3,0.5
2018,Salem,Rural Interstate/Primary Arterial,645859,99,0.7,1
2018,Salem,Rural Minor Arterial,91167,19,0.5,0.7
2018,Salem,Rural Collector (Major and Minor),251070,133,0.5,0.7
2018,Salem,Rural Local,234197,377,0.3,0.5
2019,Salem,Urban Interstate/Freeway/Expressway,261249,21,0.7,1
2019,Salem,Urban Primary Arterial,212626,45,0.7,1
2019,Salem,Urban Minor Arterial,186218,23,0.5,0.7
2019,Salem,Urban Collector (Major and Minor),142443,56,0.5,0.7
2019,Salem,Urban Local,226301,221,0.3,0.5
2019,Salem,Rural Interstate/Primary Arterial,659024,99,0.7,1
2019,Salem,Rural Minor Arterial,91479,19,0.5,0.7
2019,Salem,Rural Collector (Major and Minor),260746,133,0.5,0.7
2019,Salem,Rural Local,243955,377,0.3,0.5
2020,Salem,Urban Interstate/Freeway/Expressway,248091,21,0.7,1
2020,Salem,Urban Primary Arterial,195197,45,0.7,1
2020,Salem,Urban Minor Arterial,182271,23,0.5,0.7
2020,Salem,Urban Collector (Major and Minor),135177,56,0.5,0.7
2020,Salem,Urban Local,192736,221,0.3,0.5
2020,Salem,Rural Interstate/Primary Arterial,509460,99,0.7,1
2020,Salem,Rural Minor Arterial,94201,19,0.5,0.7
2020,Salem,Rural Collector (Major and Minor),227133,133,0.5,0.7
2020,Salem,Rural Local,203316,377,0.3,0.5
2021,Salem,Urban Interstate/Freeway/Expressway,297975,21,0.7,1
2021,Salem,Urban Primary Arterial,194352,45,0.7,1
2021,Salem,Urban Minor Arterial,191945,23,0.5,0.7
2021,Salem,Urban Collector (Major and Minor),134093,56,0.5,0.7
2021,Salem,Urban Local,215364,221,0.3,0.5
2021,Salem,Rural Interstate/Primary Arterial,611298,99,0.7,1
2021,Salem,Rural Minor Arterial,105476,19,0.5,0.7
2021,Salem,Rural Collector (Major and Minor),237684,133,0.5,0.7
2021,Salem,Rural Local,227569,377,0.3,0.5
2022,Salem,Urban Interstate/Freeway/Expressway,305250,21,0.7,1
2022,Salem,Urban Primary Arterial,204809,45,0.7,1
2022,Salem,Urban Minor Arterial,195087,23,0.5,0.7
2022,Salem,Urban Collector (Major and Minor),134234,56,0.5,0.7
2022,Salem,Urban Local,220126,221,0.3,0.5
2022,Salem,Rural Interstate/Primary Arterial,640214,99,0.7,1
2022,Salem,Rural Minor Arterial,105656,19,0.5,0.7
2022,Salem,Rural Collector (Major and Minor),246184,133,0.5,0.7
2022,Salem,Rural Local,232347,377,0.3,0.5
2017,Somerset,Urban Interstate/Freeway/Expressway,2956373,96,0.7,1
2017,Somerset,Urban Primary Arterial,2360734,168,0.7,1
2017,Somerset,Urban Minor Arterial,1251822,162,0.5,0.7
2017,Somerset,Urban Collector (Major and Minor),682570,169,0.5,0.7
2017,Somerset,Urban Local,1860149,1234,0.3,0.5
2017,Somerset,Rural Interstate/Primary Arterial,461046,15,0.7,1
2017,Somerset,Rural Minor Arterial,17344,2,0.5,0.7
2017,Somerset,Rural Collector (Major and Minor),84584,21,0.5,0.7
2017,Somerset,Rural Local,41749,72,0.3,0.5
2018,Somerset,Urban Interstate/Freeway/Expressway,2923884,96,0.7,1
2018,Somerset,Urban Primary Arterial,2355865,168,0.7,1
2018,Somerset,Urban Minor Arterial,1215444,162,0.5,0.7
2018,Somerset,Urban Collector (Major and Minor),686063,169,0.5,0.7
2018,Somerset,Urban Local,1880541,1235,0.3,0.5
2018,Somerset,Rural Interstate/Primary Arterial,455084,15,0.7,1
2018,Somerset,Rural Minor Arterial,17435,2,0.5,0.7
2018,Somerset,Rural Collector (Major and Minor),83332,21,0.5,0.7
2018,Somerset,Rural Local,44539,72,0.3,0.5
2019,Somerset,Urban Interstate/Freeway/Expressway,3009414,96,0.7,1
2019,Somerset,Urban Primary Arterial,2356560,168,0.7,1
2019,Somerset,Urban Minor Arterial,1289884,162,0.5,0.7
2019,Somerset,Urban Collector (Major and Minor),683612,169,0.5,0.7
2019,Somerset,Urban Local,1823222,1245,0.3,0.5
2019,Somerset,Rural Interstate/Primary Arterial,450774,15,0.7,1
2019,Somerset,Rural Minor Arterial,17891,2,0.5,0.7
2019,Somerset,Rural Collector (Major and Minor),87544,21,0.5,0.7
2019,Somerset,Rural Local,46356,72,0.3,0.5
2020,Somerset,Urban Interstate/Freeway/Expressway,2958735,96,0.7,1
2020,Somerset,Urban Primary Arterial,1761111,168,0.7,1
2020,Somerset,Urban Minor Arterial,1184967,162,0.5,0.7
2020,Somerset,Urban Collector (Major and Minor),598716,169,0.5,0.7
2020,Somerset,Urban Local,1543989,1247,0.3,0.5
2020,Somerset,Rural Interstate/Primary Arterial,340517,15,0.7,1
2020,Somerset,Rural Minor Arterial,18114,2,0.5,0.7
2020,Somerset,Rural Collector (Major and Minor),74847,21,0.5,0.7
2020,Somerset,Rural Local,39253,73,0.3,0.5
2021,Somerset,Urban Interstate/Freeway/Expressway,2834692,96,0.7,1
2021,Somerset,Urban Primary Arterial,1947167,168,0.7,1
2021,Somerset,Urban Minor Arterial,1143930,162,0.5,0.7
2021,Somerset,Urban Collector (Major and Minor),704587,169,0.5,0.7
2021,Somerset,Urban Local,1780245,1248,0.3,0.5
2021,Somerset,Rural Interstate/Primary Arterial,389447,15,0.7,1
2021,Somerset,Rural Minor Arterial,19336,2,0.5,0.7
2021,Somerset,Rural Collector (Major and Minor),71872,21,0.5,0.7
2021,Somerset,Rural Local,43935,73,0.3,0.5
2022,Somerset,Urban Interstate/Freeway/Expressway,2828658,96,0.7,1
2022,Somerset,Urban Primary Arterial,2182867,167.5,0.7,1
2022,Somerset,Urban Minor Arterial,1154708,162,0.5,0.7
2022,Somerset,Urban Collector (Major and Minor),799417,169,0.5,0.7
2022,Somerset,Urban Local,1839693,1248,0.3,0.5
2022,Somerset,Rural Interstate/Primary Arterial,411207,15,0.7,1
2022,Somerset,Rural Minor Arterial,14563,2,0.5,0.7
2022,Somerset,Rural Collector (Major and Minor),71916,21,0.5,0.7
2022,Somerset,Rural Local,44858,73,0.3,0.5
2017,Sussex,Urban Interstate/Freeway/Expressway,874,0,0.7,1
2017,Sussex,Urban Primary Arterial,598919,80,0.7,1
2017,Sussex,Urban Minor Arterial,587456,68,0.5,0.7
2017,Sussex,Urban Collector (Major and Minor),287278,94,0.5,0.7
2017,Sussex,Urban Local,592463,475,0.3,0.5
2017,Sussex,Rural Interstate/Primary Arterial,500474,117,0.7,1
2017,Sussex,Rural Minor Arterial,227157,31,0.5,0.7
2017,Sussex,Rural Collector (Major and Minor),301294,159,0.5,0.7
2017,Sussex,Rural Local,301634,519,0.3,0.5
2018,Sussex,Urban Interstate/Freeway/Expressway,861,0,0.7,1
2018,Sussex,Urban Primary Arterial,589338,80,0.7,1
2018,Sussex,Urban Minor Arterial,587258,68,0.5,0.7
2018,Sussex,Urban Collector (Major and Minor),291842,94,0.5,0.7
2018,Sussex,Urban Local,571704,475,0.3,0.5
2018,Sussex,Rural Interstate/Primary Arterial,486962,117,0.7,1
2018,Sussex,Rural Minor Arterial,232621,31,0.5,0.7
2018,Sussex,Rural Collector (Major and Minor),291996,159,0.5,0.7
2018,Sussex,Rural Local,321785,519,0.3,0.5
2019,Sussex,Urban Interstate/Freeway/Expressway,862,0,0.7,1
2019,Sussex,Urban Primary Arterial,589661,80,0.7,1
2019,Sussex,Urban Minor Arterial,609783,68,0.5,0.7
2019,Sussex,Urban Collector (Major and Minor),292101,94,0.5,0.7
2019,Sussex,Urban Local,547456,475,0.3,0.5
2019,Sussex,Rural Interstate/Primary Arterial,491156,117,0.7,1
2019,Sussex,Rural Minor Arterial,229140,31,0.5,0.7
2019,Sussex,Rural Collector (Major and Minor),305348,159,0.5,0.7
2019,Sussex,Rural Local,335192,519,0.3,0.5
2020,Sussex,Urban Interstate/Freeway/Expressway,718,0,0.7,1
2020,Sussex,Urban Primary Arterial,549177,80,0.7,1
2020,Sussex,Urban Minor Arterial,509294,68,0.5,0.7
2020,Sussex,Urban Collector (Major and Minor),249080,94,0.5,0.7
2020,Sussex,Urban Local,470831,475,0.3,0.5
2020,Sussex,Rural Interstate/Primary Arterial,403921,117,0.7,1
2020,Sussex,Rural Minor Arterial,208811,31,0.5,0.7
2020,Sussex,Rural Collector (Major and Minor),280983,159,0.5,0.7
2020,Sussex,Rural Local,279980,520,0.3,0.5
2021,Sussex,Urban Interstate/Freeway/Expressway,817,0,0.7,1
2021,Sussex,Urban Primary Arterial,550448,80,0.7,1
2021,Sussex,Urban Minor Arterial,543504,68,0.5,0.7
2021,Sussex,Urban Collector (Major and Minor),282368,94,0.5,0.7
2021,Sussex,Urban Local,528641,475,0.3,0.5
2021,Sussex,Rural Interstate/Primary Arterial,475756,117,0.7,1
2021,Sussex,Rural Minor Arterial,212511,31,0.5,0.7
2021,Sussex,Rural Collector (Major and Minor),284749,159,0.5,0.7
2021,Sussex,Rural Local,313372,520,0.3,0.5
2022,Sussex,Urban Interstate/Freeway/Expressway,814,0,0.7,1
2022,Sussex,Urban Primary Arterial,538700,80,0.7,1
2022,Sussex,Urban Minor Arterial,562729,68,0.5,0.7
2022,Sussex,Urban Collector (Major and Minor),291078,94,0.5,0.7
2022,Sussex,Urban Local,550666,475,0.3,0.5
2022,Sussex,Rural Interstate/Primary Arterial,471445,117,0.7,1
2022,Sussex,Rural Minor Arterial,213239,31,0.5,0.7
2022,Sussex,Rural Collector (Major and Minor),275763,159,0.5,0.7
2022,Sussex,Rural Local,319952,520,0.3,0.5
2017,Union,Urban Interstate/Freeway/Expressway,5727114,102,0.7,1
2017,Union,Urban Primary Arterial,1836608,155,0.7,1
2017,Union,Urban Minor Arterial,1539359,173,0.5,0.7
2017,Union,Urban Collector (Major and Minor),865059,131,0.5,0.7
2017,Union,Urban Local,1556476,1033,0.3,0.5
2017,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2017,Union,Rural Minor Arterial,0,0,0.5,0.7
2017,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2017,Union,Rural Local,0,0,0.3,0.5
2018,Union,Urban Interstate/Freeway/Expressway,5733691,102,0.7,1
2018,Union,Urban Primary Arterial,1788063,155,0.7,1
2018,Union,Urban Minor Arterial,1628209,174,0.5,0.7
2018,Union,Urban Collector (Major and Minor),847593,132,0.5,0.7
2018,Union,Urban Local,1584781,1041,0.3,0.5
2018,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2018,Union,Rural Minor Arterial,0,0,0.5,0.7
2018,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2018,Union,Rural Local,0,0,0.3,0.5
2019,Union,Urban Interstate/Freeway/Expressway,5732953,102,0.7,1
2019,Union,Urban Primary Arterial,1813380,155,0.7,1
2019,Union,Urban Minor Arterial,1612833,174,0.5,0.7
2019,Union,Urban Collector (Major and Minor),854581,132,0.5,0.7
2019,Union,Urban Local,1523703,1041,0.3,0.5
2019,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2019,Union,Rural Minor Arterial,0,0,0.5,0.7
2019,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2019,Union,Rural Local,0,0,0.3,0.5
2020,Union,Urban Interstate/Freeway/Expressway,4441122,102,0.7,1
2020,Union,Urban Primary Arterial,1480000,155,0.7,1
2020,Union,Urban Minor Arterial,1336542,174,0.5,0.7
2020,Union,Urban Collector (Major and Minor),623940,132,0.5,0.7
2020,Union,Urban Local,1288449,1041,0.3,0.5
2020,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2020,Union,Rural Minor Arterial,0,0,0.5,0.7
2020,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2020,Union,Rural Local,0,0,0.3,0.5
2021,Union,Urban Interstate/Freeway/Expressway,5168139,102,0.7,1
2021,Union,Urban Primary Arterial,1705875,155,0.7,1
2021,Union,Urban Minor Arterial,1531840,174,0.5,0.7
2021,Union,Urban Collector (Major and Minor),745639,132,0.5,0.7
2021,Union,Urban Local,1484486,1041,0.3,0.5
2021,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2021,Union,Rural Minor Arterial,0,0,0.5,0.7
2021,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2021,Union,Rural Local,0,0,0.3,0.5
2022,Union,Urban Interstate/Freeway/Expressway,5535206,102,0.7,1
2022,Union,Urban Primary Arterial,1829979,155,0.7,1
2022,Union,Urban Minor Arterial,1570256,174,0.5,0.7
2022,Union,Urban Collector (Major and Minor),793028,132,0.5,0.7
2022,Union,Urban Local,1534058,1041,0.3,0.5
2022,Union,Rural Interstate/Primary Arterial,0,0,0.7,1
2022,Union,Rural Minor Arterial,0,0,0.5,0.7
2022,Union,Rural Collector (Major and Minor),0,0,0.5,0.7
2022,Union,Rural Local,0,0,0.3,0.5
2017,Warren,Urban Interstate/Freeway/Expressway,990960,42,0.7,1
2017,Warren,Urban Primary Arterial,547696,93,0.7,1
2017,Warren,Urban Minor Arterial,331629,49,0.5,0.7
2017,Warren,Urban Collector (Major and Minor),89927,41,0.5,0.7
2017,Warren,Urban Local,262844,328,0.3,0.5
2017,Warren,Rural Interstate/Primary Arterial,1036297,90,0.7,1
2017,Warren,Rural Minor Arterial,254506,43,0.5,0.7
2017,Warren,Rural Collector (Major and Minor),253970,111,0.5,0.7
2017,Warren,Rural Local,274436,472,0.3,0.5
2018,Warren,Urban Interstate/Freeway/Expressway,994169,42,0.7,1
2018,Warren,Urban Primary Arterial,556414,93,0.7,1
2018,Warren,Urban Minor Arterial,339904,49,0.5,0.7
2018,Warren,Urban Collector (Major and Minor),91217,41,0.5,0.7
2018,Warren,Urban Local,249439,328,0.3,0.5
2018,Warren,Rural Interstate/Primary Arterial,1008474,90,0.7,1
2018,Warren,Rural Minor Arterial,272310,43,0.5,0.7
2018,Warren,Rural Collector (Major and Minor),248702,111,0.5,0.7
2018,Warren,Rural Local,293224,473,0.3,0.5
2019,Warren,Urban Interstate/Freeway/Expressway,1016255,42,0.7,1
2019,Warren,Urban Primary Arterial,553647,93,0.7,1
2019,Warren,Urban Minor Arterial,339153,49,0.5,0.7
2019,Warren,Urban Collector (Major and Minor),91076,41,0.5,0.7
2019,Warren,Urban Local,237913,328,0.3,0.5
2019,Warren,Rural Interstate/Primary Arterial,976888,90,0.7,1
2019,Warren,Rural Minor Arterial,280016,43,0.5,0.7
2019,Warren,Rural Collector (Major and Minor),253932,111,0.5,0.7
2019,Warren,Rural Local,305441,473,0.3,0.5
2020,Warren,Urban Interstate/Freeway/Expressway,858874,42,0.7,1
2020,Warren,Urban Primary Arterial,481191,93,0.7,1
2020,Warren,Urban Minor Arterial,330491,49,0.5,0.7
2020,Warren,Urban Collector (Major and Minor),88063,41,0.5,0.7
2020,Warren,Urban Local,208314,328,0.3,0.5
2020,Warren,Rural Interstate/Primary Arterial,911601,90,0.7,1
2020,Warren,Rural Minor Arterial,241654,43,0.5,0.7
2020,Warren,Rural Collector (Major and Minor),233613,111,0.5,0.7
2020,Warren,Rural Local,254560,473,0.3,0.5
2021,Warren,Urban Interstate/Freeway/Expressway,944899,42,0.7,1
2021,Warren,Urban Primary Arterial,517658,93,0.7,1
2021,Warren,Urban Minor Arterial,363839,49,0.5,0.7
2021,Warren,Urban Collector (Major and Minor),85982,41,0.5,0.7
2021,Warren,Urban Local,211901,328,0.3,0.5
2021,Warren,Rural Interstate/Primary Arterial,1017959,90,0.7,1
2021,Warren,Rural Minor Arterial,247002,43,0.5,0.7
2021,Warren,Rural Collector (Major and Minor),250770,111,0.5,0.7
2021,Warren,Rural Local,284926,473,0.3,0.5
2022,Warren,Urban Interstate/Freeway/Expressway,953246,42,0.7,1
2022,Warren,Urban Primary Arterial,532748,92.5,0.7,1
2022,Warren,Urban Minor Arterial,359173,49,0.5,0.7
2022,Warren,Urban Collector (Major and Minor),85940,41,0.5,0.7
2022,Warren,Urban Local,217278,328,0.3,0.5
2022,Warren,Rural Interstate/Primary Arterial,1098176,90,0.7,1
2022,Warren,Rural Minor Arterial,295855,43,0.5,0.7
2022,Warren,Rural Collector (Major and Minor),254240,111,0.5,0.7
2022,Warren,Rural Local,290908,473,0.3,0.5
